home;away;weight1;weight2
Portugal;Soviet Union;1.0;0.0
England;Germany FR;6.0;5.0
Mexico;Soviet Union;0.0;1.0
Uruguay;Israel;0.0;0.0
Peru;Bulgaria;2.0;0.0
England;Romania;2.0;3.0
Italy;Sweden;3.0;3.0
Germany FR;Morocco;1.0;0.0
Belgium;El Salvador;0.0;0.0
Uruguay;Italy;2.0;4.0
Peru;Morocco;0.0;0.0
Romania;Czechoslovakia;3.0;3.0
Soviet Union;Belgium;5.0;3.0
Sweden;Israel;1.0;1.0
Germany FR;Bulgaria;2.0;0.0
Mexico;El Salvador;0.0;0.0
Sweden;Uruguay;3.0;3.0
Germany FR;Peru;1.0;0.0
Brazil;Romania;2.0;0.0
Soviet Union;El Salvador;0.0;0.0
Italy;Israel;0.0;1.0
Bulgaria;Morocco;1.0;1.0
England;Czechoslovakia;0.0;0.0
Mexico;Belgium;3.0;1.0
Italy;Mexico;3.0;2.0
Germany FR;England;7.0;5.0
Brazil;Peru;2.0;0.0
Uruguay;Soviet Union;2.0;3.0
Brazil;Uruguay;3.0;3.0
Italy;Germany FR;4.0;2.0
Brazil;Italy;7.0;7.0
German DR;Australia;0.0;0.0
Zaire;Scotland;2.0;3.0
Uruguay;Netherlands;5.0;6.0
Sweden;Bulgaria;0.0;1.0
Italy;Haiti;1.0;0.0
Poland;Argentina;4.0;3.0
Australia;Germany FR;3.0;3.0
Scotland;Brazil;7.0;10.0
Chile;German DR;1.0;1.0
Yugoslavia;Zaire;0.0;0.0
Netherlands;Sweden;0.0;1.0
Bulgaria;Uruguay;1.0;1.0
Haiti;Poland;7.0;3.0
Argentina;Italy;6.0;9.0
Scotland;Yugoslavia;2.0;2.0
Australia;Chile;3.0;4.0
Zaire;Brazil;3.0;3.0
German DR;Germany FR;0.0;0.0
Bulgaria;Netherlands;4.0;3.0
Argentina;Haiti;1.0;0.0
Poland;Italy;3.0;4.0
Brazil;German DR;0.0;0.0
Netherlands;Argentina;4.0;6.0
Sweden;Poland;1.0;3.0
Argentina;Brazil;5.0;7.0
Poland;Yugoslavia;1.0;0.0
German DR;Netherlands;2.0;3.0
Germany FR;Sweden;5.0;3.0
Poland;Germany FR;1.0;4.0
Netherlands;Brazil;5.0;4.0
Argentina;German DR;1.0;1.0
Sweden;Yugoslavia;1.0;0.0
Netherlands;Germany FR;6.0;7.0
Germany FR;Poland;0.0;1.0
Tunisia;Mexico;1.0;0.0
Argentina;Hungary;2.0;1.0
Sweden;Brazil;21.0;17.0
Austria;Spain;1.0;0.0
Peru;Scotland;1.0;0.0
Netherlands;IR Iran;0.0;0.0
Poland;Tunisia;0.0;0.0
Germany FR;Mexico;0.0;1.0
Austria;Sweden;0.0;0.0
Scotland;IR Iran;1.0;1.0
Netherlands;Peru;0.0;1.0
France;Hungary;1.0;0.0
Poland;Mexico;1.0;0.0
Germany FR;Tunisia;0.0;1.0
Italy;Argentina;4.0;3.0
Spain;Sweden;3.0;3.0
Peru;Iran;1.0;0.0
Scotland;Netherlands;2.0;0.0
Netherlands;Austria;1.0;0.0
Argentina;Poland;3.0;3.0
Poland;Peru;1.0;0.0
Germany FR;Netherlands;4.0;1.0
Netherlands;Italy;1.0;0.0
Austria;Germany FR;9.0;6.0
Argentina;Peru;0.0;0.0
Argentina;Netherlands;7.0;9.0
Argentina;Belgium;1.0;3.0
Italy;Poland;2.0;4.0
Peru;Cameroon;0.0;1.0
Hungary;El Salvador;1.0;0.0
Scotland;New Zealand;2.0;0.0
Germany FR;Algeria;2.0;3.0
Spain;Honduras;1.0;1.0
Chile;Austria;2.0;4.0
Czechoslovakia;Kuwait;1.0;1.0
Yugoslavia;Northern Ireland;0.0;1.0
Italy;Peru;1.0;1.0
Brazil;Scotland;2.0;1.0
Poland;Cameroon;0.0;1.0
Soviet Union;New Zealand;0.0;0.0
Spain;Yugoslavia;3.0;3.0
Algeria;Austria;2.0;3.0
France;Kuwait;1.0;0.0
Honduras;Northern Ireland;1.0;1.0
Belgium;Hungary;1.0;1.0
Soviet Union;Scotland;2.0;1.0
Italy;Cameroon;1.0;1.0
Argentina;El Salvador;0.0;0.0
Brazil;New Zealand;0.0;0.0
Algeria;Chile;2.0;0.0
France;Czechoslovakia;1.0;1.0
Honduras;Yugoslavia;1.0;3.0
England;Kuwait;0.0;0.0
Northern Ireland;Spain;2.0;3.0
Poland;Belgium;0.0;0.0
Austria;Northern Ireland;2.0;1.0
Belgium;Soviet Union;8.0;6.0
Poland;Soviet Union;0.0;1.0
Germany FR;France;9.0;4.0
Poland;France;2.0;0.0
Bulgaria;Italy;3.0;4.0
Canada;France;1.0;3.0
Argentina;Korea Republic;2.0;0.0
Morocco;Poland;0.0;1.0
Algeria;Northern Ireland;1.0;1.0
Belgium;Mexico;5.0;7.0
Portugal;England;2.0;4.0
Paraguay;Iraq;0.0;0.0
Scotland;Denmark;1.0;3.0
Uruguay;Germany FR;6.0;7.0
France;Soviet Union;1.0;1.0
Korea Republic;Bulgaria;1.0;1.0
Hungary;Canada;0.0;0.0
Brazil;Algeria;0.0;0.0
England;Morocco;0.0;1.0
Mexico;Paraguay;1.0;1.0
Poland;Portugal;4.0;3.0
Iraq;Belgium;2.0;3.0
Denmark;Uruguay;2.0;0.0
Germany FR;Scotland;1.0;0.0
Hungary;France;6.0;6.0
Soviet Union;Canada;0.0;0.0
Korea Republic;Italy;4.0;3.0
Iraq;Mexico;1.0;3.0
Portugal;Morocco;3.0;3.0
England;Poland;0.0;0.0
Northern Ireland;Brazil;3.0;3.0
Algeria;Spain;3.0;3.0
Scotland;Uruguay;7.0;4.0
Denmark;Germany FR;0.0;0.0
Mexico;Bulgaria;1.0;1.0
Argentina;Uruguay;4.0;3.0
Morocco;Germany FR;3.0;6.0
England;Paraguay;0.0;0.0
Denmark;Spain;5.0;3.0
Spain;Belgium;2.0;1.0
Argentina;England;8.0;10.0
Argentina;Cameroon;1.0;3.0
Soviet Union;Romania;2.0;3.0
"rn"">United Arab Emirates";Colombia;2.0;3.0
USA;Czechoslovakia;5.0;3.0
Costa Rica;Scotland;0.0;0.0
England;"rn"">Republic of Ireland";1.0;1.0
Belgium;Korea Republic;1.0;1.0
Netherlands;Egypt;1.0;1.0
Argentina;Soviet Union;0.0;0.0
Cameroon;Romania;1.0;0.0
Germany FR;"rn"">United Arab Emirates";1.0;0.0
Brazil;Costa Rica;2.0;0.0
Sweden;Scotland;2.0;3.0
England;Netherlands;0.0;1.0
"rn"">Republic of Ireland";Egypt;0.0;1.0
Korea Republic;Spain;5.0;5.0
Belgium;Uruguay;1.0;0.0
Argentina;Romania;4.0;4.0
Cameroon;Soviet Union;4.0;3.0
Germany FR;Colombia;1.0;1.0
Yugoslavia;"rn"">United Arab Emirates";1.0;0.0
Austria;USA;1.0;0.0
Sweden;Costa Rica;2.0;3.0
Korea Republic;Uruguay;3.0;6.0
Belgium;Spain;3.0;4.0
"rn"">Republic of Ireland";Netherlands;3.0;4.0
England;Egypt;0.0;0.0
Cameroon;Colombia;1.0;0.0
Czechoslovakia;Costa Rica;1.0;0.0
Brazil;Argentina;3.0;4.0
"rn"">Republic of Ireland";Romania;0.0;1.0
Italy;Uruguay;1.0;4.0
Yugoslavia;Argentina;0.0;1.0
Italy;"rn"">Republic of Ireland";1.0;3.0
England;Cameroon;2.0;0.0
Italy;England;2.0;0.0
Spain;Korea Republic;3.0;2.0
Germany;Bolivia;0.0;0.0
USA;Switzerland;1.0;1.0
Colombia;Romania;4.0;6.0
Belgium;Morocco;0.0;0.0
Norway;Mexico;0.0;0.0
Cameroon;Sweden;2.0;1.0
Netherlands;Saudi Arabia;1.0;0.0
Brazil;Russia;0.0;0.0
Argentina;Greece;0.0;0.0
Nigeria;Bulgaria;0.0;0.0
Germany;Spain;2.0;4.0
Romania;Switzerland;4.0;3.0
USA;Colombia;1.0;0.0
Korea Republic;Bolivia;0.0;1.0
Mexico;"rn"">Republic of Ireland";1.0;0.0
Sweden;Russia;1.0;0.0
Brazil;Cameroon;1.0;0.0
Belgium;Netherlands;0.0;1.0
Saudi Arabia;Morocco;1.0;0.0
Argentina;Nigeria;3.0;0.0
Bulgaria;Greece;0.0;0.0
USA;Romania;1.0;3.0
Switzerland;Colombia;2.0;3.0
Germany;Korea Republic;2.0;0.0
Bolivia;Spain;3.0;3.0
"rn"">Republic of Ireland";Norway;0.0;1.0
Russia;Cameroon;1.0;0.0
Morocco;Netherlands;2.0;3.0
Belgium;Saudi Arabia;1.0;3.0
Greece;Nigeria;3.0;3.0
Saudi Arabia;Sweden;3.0;3.0
Romania;Argentina;3.0;1.0
Netherlands;"rn"">Republic of Ireland";1.0;1.0
Brazil;USA;0.0;0.0
Nigeria;Italy;2.0;3.0
Bulgaria;Germany;1.0;0.0
Romania;Sweden;2.0;1.0
Morocco;Norway;2.0;1.0
Cameroon;Austria;1.0;1.0
Paraguay;Bulgaria;0.0;1.0
Saudi Arabia;Denmark;1.0;3.0
France;South Africa;2.0;3.0
Spain;Nigeria;3.0;3.0
Korea Republic;Mexico;3.0;3.0
Netherlands;Belgium;1.0;4.0
Argentina;Japan;0.0;0.0
Yugoslavia;Iran;0.0;0.0
Jamaica;Croatia;3.0;3.0
England;Tunisia;0.0;0.0
Romania;Colombia;1.0;0.0
Germany;USA;0.0;0.0
Scotland;Norway;1.0;1.0
Brazil;Morocco;0.0;0.0
South Africa;Denmark;1.0;1.0
France;Saudi Arabia;0.0;0.0
Spain;Paraguay;1.0;1.0
Japan;Croatia;1.0;4.0
Netherlands;Korea Republic;0.0;0.0
Germany;Yugoslavia;2.0;1.0
Argentina;Jamaica;0.0;0.0
USA;Iran;2.0;3.0
Colombia;Tunisia;0.0;0.0
Romania;England;2.0;3.0
Chile;Cameroon;1.0;1.0
Scotland;Morocco;3.0;3.0
Brazil;Norway;2.0;3.0
France;Denmark;3.0;3.0
South Africa;Saudi Arabia;2.0;1.0
Spain;Bulgaria;1.0;0.0
Nigeria;Paraguay;3.0;3.0
Netherlands;Mexico;4.0;1.0
Germany;Iran;0.0;0.0
USA;Yugoslavia;1.0;3.0
Japan;Jamaica;2.0;3.0
Argentina;Croatia;0.0;0.0
Romania;Tunisia;1.0;1.0
Colombia;England;2.0;3.0
Nigeria;Denmark;4.0;3.0
Germany;Mexico;1.0;0.0
Netherlands;Yugoslavia;1.0;0.0
Romania;Croatia;1.0;3.0
Brazil;Denmark;2.0;0.0
Germany;Croatia;3.0;3.0
Brazil;Netherlands;13.0;13.0
France;Croatia;1.0;0.0
Netherlands;Croatia;2.0;3.0
France;Senegal;1.0;3.0
Uruguay;Denmark;8.0;6.0
"rn"">Republic of Ireland";Cameroon;1.0;1.0
Germany;Saudi Arabia;0.0;0.0
Paraguay;South Africa;2.0;1.0
England;Sweden;3.0;2.0
Spain;Slovenia;1.0;0.0
Brazil;Turkey;1.0;0.0
Italy;Ecuador;0.0;0.0
Croatia;Mexico;4.0;6.0
China PR;Costa Rica;2.0;3.0
Japan;Belgium;2.0;1.0
Korea Republic;Poland;0.0;0.0
Russia;Tunisia;0.0;0.0
USA;Portugal;4.0;1.0
Germany;"rn"">Republic of Ireland";1.0;1.0
Denmark;Senegal;1.0;1.0
Cameroon;Saudi Arabia;0.0;0.0
France;Uruguay;2.0;5.0
Sweden;Nigeria;1.0;0.0
South Africa;Slovenia;0.0;0.0
Brazil;China PR;0.0;0.0
Italy;Croatia;2.0;3.0
Costa Rica;Turkey;1.0;1.0
Japan;Russia;0.0;0.0
Mexico;Ecuador;1.0;0.0
Korea Republic;USA;1.0;1.0
Portugal;Poland;1.0;3.0
Tunisia;Belgium;1.0;1.0
Denmark;France;2.0;3.0
Senegal;Uruguay;3.0;1.0
Saudi Arabia;"rn"">Republic of Ireland";3.0;3.0
Cameroon;Germany;2.0;3.0
Nigeria;England;0.0;1.0
Slovenia;Paraguay;3.0;3.0
South Africa;Spain;3.0;3.0
Costa Rica;Brazil;6.0;6.0
Turkey;China PR;0.0;0.0
Ecuador;Croatia;0.0;0.0
Mexico;Italy;6.0;5.0
Tunisia;Japan;2.0;3.0
Portugal;Korea Republic;1.0;3.0
Poland;USA;1.0;0.0
Belgium;Russia;2.0;0.0
Denmark;England;3.0;3.0
Germany;Paraguay;0.0;0.0
Spain;"rn"">Republic of Ireland";1.0;1.0
Sweden;Senegal;2.0;3.0
Brazil;Belgium;0.0;0.0
Mexico;USA;2.0;3.0
Japan;Turkey;1.0;3.0
England;Brazil;6.0;10.0
Senegal;Turkey;1.0;3.0
Korea Republic;Turkey;10.0;6.0
Germany;Brazil;4.0;3.0
Germany;Costa Rica;2.0;0.0
Poland;Ecuador;2.0;3.0
"rn"">Trinidad and Tobago";Sweden;0.0;1.0
Argentina;C�te d'Ivoire;1.0;0.0
"rn"">Serbia and Montenegro";Netherlands;1.0;3.0
Mexico;Iran;1.0;0.0
Angola;Portugal;1.0;3.0
Australia;Japan;1.0;0.0
USA;Czech Republic;3.0;3.0
Italy;Ghana;0.0;0.0
Korea Republic;Togo;1.0;0.0
France;Switzerland;2.0;1.0
Brazil;Croatia;1.0;0.0
Spain;Ukraine;0.0;0.0
Tunisia;Saudi Arabia;2.0;1.0
Germany;Poland;0.0;0.0
Ecuador;Costa Rica;0.0;0.0
England;"rn"">Trinidad and Tobago";0.0;0.0
Argentina;"rn"">Serbia and Montenegro";0.0;0.0
Netherlands;C�te d'Ivoire;1.0;0.0
Mexico;Angola;0.0;1.0
Portugal;IR Iran;0.0;0.0
Czech Republic;Ghana;2.0;3.0
Brazil;Australia;0.0;0.0
France;Korea Republic;1.0;1.0
Togo;Switzerland;2.0;3.0
Saudi Arabia;Ukraine;4.0;3.0
Spain;Tunisia;1.0;0.0
Ecuador;Germany;3.0;3.0
Costa Rica;Poland;2.0;3.0
Sweden;England;3.0;2.0
Paraguay;"rn"">Trinidad and Tobago";0.0;0.0
Iran;Angola;1.0;1.0
Portugal;Mexico;1.0;0.0
C�te d'Ivoire;"rn"">Serbia and Montenegro";2.0;0.0
Czech Republic;Italy;2.0;3.0
Ghana;USA;4.0;3.0
Japan;Brazil;4.0;3.0
Croatia;Australia;2.0;1.0
Ukraine;Tunisia;0.0;0.0
Saudi Arabia;Spain;1.0;3.0
Togo;France;2.0;3.0
Switzerland;Korea Republic;0.0;0.0
England;Ecuador;0.0;0.0
Portugal;Netherlands;0.0;0.0
Italy;Australia;0.0;0.0
Switzerland;Ukraine;0.0;1.0
Brazil;Ghana;0.0;0.0
Spain;France;3.0;3.0
Germany;Argentina;1.0;1.0
Italy;Ukraine;0.0;0.0
Germany;Italy;2.0;3.0
Portugal;France;1.0;3.0
Germany;Portugal;1.0;0.0
South Africa;Mexico;1.0;1.0
Korea Republic;Greece;0.0;0.0
England;USA;2.0;4.0
Algeria;Slovenia;1.0;3.0
Serbia;Ghana;1.0;3.0
Germany;Australia;0.0;0.0
Netherlands;Denmark;0.0;0.0
Japan;Cameroon;0.0;0.0
New Zealand;Slovakia;1.0;1.0
C�te d'Ivoire;Portugal;0.0;1.0
Brazil;Korea DPR;1.0;0.0
Honduras;Chile;1.0;3.0
South Africa;Uruguay;3.0;3.0
Germany;Serbia;1.0;3.0
Slovenia;USA;2.0;1.0
England;Algeria;0.0;1.0
Netherlands;Japan;0.0;0.0
Ghana;Australia;1.0;1.0
Cameroon;Denmark;2.0;3.0
Slovakia;Paraguay;2.0;3.0
Italy;New Zealand;1.0;1.0
Brazil;C�te d'Ivoire;1.0;0.0
Mexico;Uruguay;1.0;4.0
Nigeria;Korea Republic;2.0;1.0
Greece;Argentina;6.0;6.0
Slovenia;England;1.0;3.0
USA;Algeria;0.0;0.0
Ghana;Germany;3.0;4.0
Australia;Serbia;1.0;0.0
Slovakia;Italy;2.0;0.0
Paraguay;New Zealand;0.0;1.0
Denmark;Japan;3.0;3.0
Cameroon;Netherlands;2.0;3.0
Korea DPR;C�te d'Ivoire;3.0;3.0
Chile;Spain;4.0;6.0
Switzerland;Honduras;0.0;1.0
Uruguay;Korea Republic;1.0;0.0
USA;Ghana;5.0;6.0
Germany;England;1.0;0.0
Netherlands;Slovakia;1.0;0.0
Paraguay;Japan;0.0;1.0
Spain;Portugal;0.0;0.0
Uruguay;Ghana;1.0;1.0
Argentina;Germany;7.0;10.0
Paraguay;Spain;4.0;7.0
Uruguay;Germany;3.0;3.0
Netherlands;Spain;2.0;3.0
Mexico;Cameroon;0.0;0.0
Spain;Netherlands;5.0;3.0
Chile;Australia;1.0;1.0
Colombia;Greece;0.0;0.0
Uruguay;Costa Rica;3.0;3.0
England;Italy;4.0;6.0
C�te d'Ivoire;Japan;1.0;0.0
Switzerland;Ecuador;1.0;0.0
France;Honduras;0.0;0.0
Argentina;"rn"">Bosnia and Herzegovina";1.0;0.0
IR Iran;Nigeria;0.0;1.0
Belgium;Algeria;1.0;0.0
Russia;Korea Republic;1.0;1.0
Australia;Netherlands;3.0;3.0
Cameroon;Croatia;4.0;3.0
Colombia;C�te d'Ivoire;1.0;0.0
Japan;Greece;0.0;1.0
Italy;Costa Rica;1.0;3.0
Switzerland;France;5.0;4.0
Honduras;Ecuador;2.0;3.0
Argentina;IR Iran;0.0;0.0
Germany;Ghana;2.0;1.0
Nigeria;"rn"">Bosnia and Herzegovina";0.0;0.0
Korea Republic;Algeria;4.0;3.0
Australia;Spain;3.0;3.0
Netherlands;Chile;0.0;0.0
Cameroon;Brazil;7.0;6.0
Costa Rica;England;0.0;1.0
Japan;Colombia;4.0;3.0
Greece;C�te d'Ivoire;1.0;0.0
Nigeria;Argentina;7.0;12.0
"rn"">Bosnia and Herzegovina";IR Iran;1.0;0.0
Honduras;Switzerland;3.0;4.0
Ecuador;France;0.0;1.0
USA;Germany;4.0;9.0
Portugal;Ghana;1.0;0.0
Korea Republic;Belgium;4.0;7.0
Algeria;Russia;1.0;1.0
Colombia;Uruguay;2.0;3.0
France;Nigeria;0.0;0.0
Germany;Algeria;2.0;0.0
Brazil;Colombia;2.0;0.0
France;Germany;2.0;6.0
Brazil;Germany;14.0;6.0
Netherlands;Costa Rica;0.0;2.0
Costa Rica;Greece;2.0;2.0
Belgium;USA;5.0;3.0
Mexico;France;8.0;7.0
Peru;Romania;3.0;3.0
France;Argentina;3.0;6.0
Mexico;Chile;3.0;3.0
Bolivia;Yugoslavia;4.0;3.0
Paraguay;USA;3.0;3.0
Peru;Uruguay;1.0;3.0
France;Chile;1.0;3.0
Mexico;Argentina;11.0;9.0
Bolivia;Brazil;4.0;3.0
Belgium;Paraguay;3.0;4.0
Romania;Uruguay;4.0;3.0
Chile;Argentina;3.0;3.0
USA;Argentina;6.0;3.0
France;Austria;3.0;3.0
Egypt;Hungary;4.0;3.0
Netherlands;Switzerland;3.0;3.0
Argentina;Sweden;4.0;4.0
Belgium;Germany;8.0;6.0
USA;Italy;9.0;7.0
Switzerland;Czechoslovakia;3.0;3.0
Sweden;Germany;4.0;6.0
Spain;Italy;4.0;7.0
Hungary;Austria;2.0;3.0
Austria;Italy;5.0;12.0
Germany;Czechoslovakia;3.0;3.0
Austria;Germany;3.0;3.0
Czechoslovakia;Italy;4.0;6.0
Germany;Switzerland;5.0;4.0
Dutch East Indies;Hungary;6.0;3.0
Belgium;France;7.0;6.0
Romania;Cuba;5.0;4.0
Norway;Italy;4.0;9.0
Poland;Brazil;13.0;9.0
Netherlands;Czechoslovakia;3.0;3.0
Czechoslovakia;Brazil;10.0;11.0
Switzerland;Hungary;2.0;3.0
Cuba;Sweden;8.0;3.0
France;Italy;6.0;8.0
Hungary;Italy;7.0;6.0
Mexico;Brazil;11.0;10.0
Chile;England;2.0;3.0
USA;Spain;3.0;3.0
Switzerland;Yugoslavia;3.0;3.0
Switzerland;Brazil;2.0;1.0
Mexico;Yugoslavia;4.0;3.0
Paraguay;Sweden;3.0;4.0
England;Spain;1.0;4.0
Paraguay;Italy;3.0;4.0
Bolivia;Uruguay;8.0;3.0
Mexico;Switzerland;2.0;3.0
USA;Chile;5.0;3.0
Spain;Uruguay;2.0;2.0
Czechoslovakia;Uruguay;2.0;3.0
Scotland;Austria;1.0;3.0
France;Yugoslavia;4.0;6.0
Turkey;Germany FR;11.0;6.0
Korea Republic;Hungary;9.0;3.0
Belgium;England;5.0;4.0
Czechoslovakia;Austria;5.0;3.0
Switzerland;England;2.0;3.0
Belgium;Italy;4.0;3.0
Switzerland;Austria;7.0;3.0
Brazil;Hungary;7.0;6.0
Uruguay;Hungary;4.0;3.0
Uruguay;Austria;3.0;3.0
Mexico;Sweden;3.0;3.0
England;Soviet Union;3.0;4.0
Paraguay;France;8.0;6.0
Austria;Brazil;4.0;6.0
Czechoslovakia;Northern Ireland;3.0;6.0
Wales;Mexico;1.0;1.0
Scotland;Paraguay;3.0;3.0
Austria;Soviet Union;2.0;3.0
Czechoslovakia;Germany FR;3.0;4.0
Northern Ireland;Argentina;3.0;3.0
Wales;Sweden;0.0;1.0
Soviet Union;Brazil;4.0;6.0
Northern Ireland;Germany FR;2.0;1.0
Mexico;Hungary;4.0;3.0
Yugoslavia;Paraguay;3.0;1.0
Scotland;France;2.0;3.0
Austria;England;2.0;1.0
Argentina;Czechoslovakia;6.0;3.0
Wales;Brazil;1.0;3.0
Soviet Union;Sweden;2.0;3.0
Northern Ireland;France;8.0;6.0
France;Brazil;6.0;4.0
Bulgaria;Argentina;3.0;6.0
Switzerland;Chile;4.0;6.0
Yugoslavia;Soviet Union;2.0;3.0
Spain;Czechoslovakia;1.0;3.0
England;Hungary;2.0;3.0
